user_genome	classification	fastani_reference	fastani_reference_radius	fastani_taxonomy	fastani_ani	fastani_af	closest_placement_reference	closest_placement_radius	closest_placement_taxonomy	closest_placement_ani	closest_placement_af	pplacer_taxonomy	classification_method	note	other_related_references(genome_id,species_name,radius,ANI,AF)	aa_percent	translation_table	red_value	warnings
AG-404-P22	d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Thalassarchaeaceae;g__MGIIb-O3;s__MGIIb-O3 sp001629235	GCA_001629235.1	95.0	d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Thalassarchaeaceae;g__MGIIb-O3;s__MGIIb-O3 sp001629235	97.55	0.82	GCA_001629235.1	95.0	d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Thalassarchaeaceae;g__MGIIb-O3;s__MGIIb-O3 sp001629235	97.55	0.82	d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Thalassarchaeaceae;g__MGIIb-O3;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_001628485.1, s__MGIIb-O3 sp001628485, 95.0, 94.08, 0.82; GCA_001629255.1, s__MGIIb-O3 sp001629255, 95.0, 92.25, 0.78; GCA_002697065.1, s__MGIIb-O3 sp002697065, 95.0, 83.74, 0.73; GCA_002723045.1, s__MGIIb-O3 sp002723045, 95.0, 80.47, 0.37; GCA_003602515.1, s__MGIIb-O3 sp003602515, 95.0, 78.79, 0.3; GCA_002457155.1, s__MGIIb-O3 sp002457155, 95.0, 78.58, 0.31; GCA_002506755.1, s__MGIIb-O3 sp002506755, 95.0, 78.57, 0.17; GCA_002683155.1, s__MGIIb-O3 sp002683155, 95.0, 78.33, 0.28; GCA_002720055.1, s__MGIIb-O3 sp002720055, 95.0, 78.29, 0.18; GCA_002716085.1, s__MGIIb-O3 sp002716085, 95.0, 77.96, 0.2; GCA_004195615.1, s__MGIIb-O3 sp004195615, 95.0, 77.91, 0.29; GCA_002730445.1, s__MGIIb-O3 sp002730445, 95.0, 77.79, 0.15; GCA_002718695.1, s__MGIIb-O3 sp002718695, 95.0, 77.68, 0.19; GCA_002725315.1, s__MGIIb-O3 sp002725315, 95.0, 77.46, 0.18; GCA_002713185.1, s__MGIIb-O3 sp002713185, 95.0, 77.38, 0.15	74.86	11	N/A	N/A
AG-426-F02	d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Thalassarchaeaceae;g__MGIIb-O3;s__MGIIb-O3 sp001629235	GCA_001629235.1	95.0	d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Thalassarchaeaceae;g__MGIIb-O3;s__MGIIb-O3 sp001629235	97.62	0.87	GCA_001629235.1	95.0	d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Thalassarchaeaceae;g__MGIIb-O3;s__MGIIb-O3 sp001629235	97.62	0.87	d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Thalassarchaeaceae;g__MGIIb-O3;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_001628485.1, s__MGIIb-O3 sp001628485, 95.0, 93.94, 0.8; GCA_001629255.1, s__MGIIb-O3 sp001629255, 95.0, 92.39, 0.82; GCA_002697065.1, s__MGIIb-O3 sp002697065, 95.0, 83.87, 0.75; GCA_002723045.1, s__MGIIb-O3 sp002723045, 95.0, 80.54, 0.36; GCA_003602515.1, s__MGIIb-O3 sp003602515, 95.0, 79.2, 0.31; GCA_002683155.1, s__MGIIb-O3 sp002683155, 95.0, 78.69, 0.27; GCA_002457155.1, s__MGIIb-O3 sp002457155, 95.0, 78.47, 0.32; GCA_002506755.1, s__MGIIb-O3 sp002506755, 95.0, 78.17, 0.18; GCA_004195615.1, s__MGIIb-O3 sp004195615, 95.0, 77.97, 0.28; GCA_002718695.1, s__MGIIb-O3 sp002718695, 95.0, 77.77, 0.17; GCA_002716085.1, s__MGIIb-O3 sp002716085, 95.0, 77.72, 0.2; GCA_002720055.1, s__MGIIb-O3 sp002720055, 95.0, 77.69, 0.19; GCA_002730445.1, s__MGIIb-O3 sp002730445, 95.0, 77.57, 0.15; GCA_002713185.1, s__MGIIb-O3 sp002713185, 95.0, 77.46, 0.16; GCA_002725315.1, s__MGIIb-O3 sp002725315, 95.0, 77.42, 0.17	61.92	11	N/A	N/A
AG-457-O15	d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Thalassarchaeaceae;g__MGIIb-O3;s__MGIIb-O3 sp001629235	GCA_001629235.1	95.0	d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Thalassarchaeaceae;g__MGIIb-O3;s__MGIIb-O3 sp001629235	95.36	0.72	GCA_001629235.1	95.0	d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Thalassarchaeaceae;g__MGIIb-O3;s__MGIIb-O3 sp001629235	95.36	0.72	d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Thalassarchaeaceae;g__MGIIb-O3;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_001628485.1, s__MGIIb-O3 sp001628485, 95.0, 92.96, 0.85; GCA_001629255.1, s__MGIIb-O3 sp001629255, 95.0, 91.61, 0.79; GCA_002697065.1, s__MGIIb-O3 sp002697065, 95.0, 84.68, 0.62; GCA_003602515.1, s__MGIIb-O3 sp003602515, 95.0, 77.93, 0.36	30.17	11	N/A	N/A
AG-414-B18	d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Thalassarchaeaceae;g__MGIIb-O3;s__MGIIb-O3 sp001629235	GCA_001629235.1	95.0	d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Thalassarchaeaceae;g__MGIIb-O3;s__MGIIb-O3 sp001629235	97.12	0.78	GCA_001629235.1	95.0	d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Thalassarchaeaceae;g__MGIIb-O3;s__MGIIb-O3 sp001629235	97.12	0.78	d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Thalassarchaeaceae;g__MGIIb-O3;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_001628485.1, s__MGIIb-O3 sp001628485, 95.0, 93.89, 0.8; GCA_001629255.1, s__MGIIb-O3 sp001629255, 95.0, 92.45, 0.79; GCA_002697065.1, s__MGIIb-O3 sp002697065, 95.0, 83.71, 0.73; GCA_002723045.1, s__MGIIb-O3 sp002723045, 95.0, 80.83, 0.33; GCA_003602515.1, s__MGIIb-O3 sp003602515, 95.0, 78.51, 0.28; GCA_002720055.1, s__MGIIb-O3 sp002720055, 95.0, 78.26, 0.2; GCA_002457155.1, s__MGIIb-O3 sp002457155, 95.0, 78.07, 0.29; GCA_002506755.1, s__MGIIb-O3 sp002506755, 95.0, 77.96, 0.16; GCA_002683155.1, s__MGIIb-O3 sp002683155, 95.0, 77.94, 0.29; GCA_004195615.1, s__MGIIb-O3 sp004195615, 95.0, 77.71, 0.28; GCA_002718695.1, s__MGIIb-O3 sp002718695, 95.0, 77.64, 0.17; GCA_002730445.1, s__MGIIb-O3 sp002730445, 95.0, 77.62, 0.15; GCA_002725315.1, s__MGIIb-O3 sp002725315, 95.0, 77.35, 0.14; GCA_002716085.1, s__MGIIb-O3 sp002716085, 95.0, 77.33, 0.2; GCA_002713185.1, s__MGIIb-O3 sp002713185, 95.0, 76.64, 0.12	66.59	11	N/A	N/A
AG-916-J14	d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Thalassarchaeaceae;g__MGIIb-O3;s__MGIIb-O3 sp001629255	GCA_001629255.1	95.0	d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Thalassarchaeaceae;g__MGIIb-O3;s__MGIIb-O3 sp001629255	97.4	0.68	GCA_001629255.1	95.0	d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Thalassarchaeaceae;g__MGIIb-O3;s__MGIIb-O3 sp001629255	97.4	0.68	d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Thalassarchaeaceae;g__MGIIb-O3;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_001629235.1, s__MGIIb-O3 sp001629235, 95.0, 92.03, 0.62; GCA_001628485.1, s__MGIIb-O3 sp001628485, 95.0, 91.93, 0.73; GCA_002697065.1, s__MGIIb-O3 sp002697065, 95.0, 82.08, 0.47; GCA_002723045.1, s__MGIIb-O3 sp002723045, 95.0, 79.71, 0.24; GCA_003602515.1, s__MGIIb-O3 sp003602515, 95.0, 78.57, 0.26; GCA_002720055.1, s__MGIIb-O3 sp002720055, 95.0, 78.17, 0.19; GCA_002716085.1, s__MGIIb-O3 sp002716085, 95.0, 77.76, 0.2; GCA_002713185.1, s__MGIIb-O3 sp002713185, 95.0, 77.67, 0.16; GCA_002457155.1, s__MGIIb-O3 sp002457155, 95.0, 77.62, 0.23; GCA_004195615.1, s__MGIIb-O3 sp004195615, 95.0, 77.61, 0.26; GCA_002718695.1, s__MGIIb-O3 sp002718695, 95.0, 77.56, 0.17; GCA_002730445.1, s__MGIIb-O3 sp002730445, 95.0, 77.52, 0.15; GCA_002725315.1, s__MGIIb-O3 sp002725315, 95.0, 77.17, 0.16	57.22	11	N/A	N/A
AG-453-P23	d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Thalassarchaeaceae;g__MGIIb-O3;s__MGIIb-O3 sp001629255	GCA_001629255.1	95.0	d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Thalassarchaeaceae;g__MGIIb-O3;s__MGIIb-O3 sp001629255	98.1	0.79	GCA_001629255.1	95.0	d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Thalassarchaeaceae;g__MGIIb-O3;s__MGIIb-O3 sp001629255	98.1	0.79	d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Thalassarchaeaceae;g__MGIIb-O3;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_001629235.1, s__MGIIb-O3 sp001629235, 95.0, 92.52, 0.79; GCA_001628485.1, s__MGIIb-O3 sp001628485, 95.0, 91.86, 0.79; GCA_002697065.1, s__MGIIb-O3 sp002697065, 95.0, 82.73, 0.68; GCA_002723045.1, s__MGIIb-O3 sp002723045, 95.0, 80.22, 0.29; GCA_002720055.1, s__MGIIb-O3 sp002720055, 95.0, 78.73, 0.14; GCA_002713185.1, s__MGIIb-O3 sp002713185, 95.0, 78.0, 0.13; GCA_003602515.1, s__MGIIb-O3 sp003602515, 95.0, 77.87, 0.26; GCA_002683155.1, s__MGIIb-O3 sp002683155, 95.0, 77.83, 0.23; GCA_002457155.1, s__MGIIb-O3 sp002457155, 95.0, 77.71, 0.24; GCA_002506755.1, s__MGIIb-O3 sp002506755, 95.0, 77.65, 0.13; GCA_002718695.1, s__MGIIb-O3 sp002718695, 95.0, 77.57, 0.14; GCA_004195615.1, s__MGIIb-O3 sp004195615, 95.0, 77.21, 0.22; GCA_002716085.1, s__MGIIb-O3 sp002716085, 95.0, 77.0, 0.18; GCA_002725315.1, s__MGIIb-O3 sp002725315, 95.0, 76.98, 0.13	68.09	11	N/A	N/A
AG-426-P05	d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Thalassarchaeaceae;g__MGIIb-O3;s__MGIIb-O3 sp001629255	GCA_001629255.1	95.0	d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Thalassarchaeaceae;g__MGIIb-O3;s__MGIIb-O3 sp001629255	97.69	0.7	GCA_001629255.1	95.0	d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Thalassarchaeaceae;g__MGIIb-O3;s__MGIIb-O3 sp001629255	97.69	0.7	d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Thalassarchaeaceae;g__MGIIb-O3;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_001629235.1, s__MGIIb-O3 sp001629235, 95.0, 92.29, 0.68; GCA_001628485.1, s__MGIIb-O3 sp001628485, 95.0, 92.09, 0.77; GCA_002697065.1, s__MGIIb-O3 sp002697065, 95.0, 82.34, 0.55; GCA_002723045.1, s__MGIIb-O3 sp002723045, 95.0, 79.35, 0.27; GCA_003602515.1, s__MGIIb-O3 sp003602515, 95.0, 78.75, 0.23; GCA_002720055.1, s__MGIIb-O3 sp002720055, 95.0, 78.24, 0.18; GCA_002457155.1, s__MGIIb-O3 sp002457155, 95.0, 78.21, 0.22; GCA_004195615.1, s__MGIIb-O3 sp004195615, 95.0, 77.93, 0.22; GCA_002506755.1, s__MGIIb-O3 sp002506755, 95.0, 77.91, 0.13; GCA_002713185.1, s__MGIIb-O3 sp002713185, 95.0, 77.69, 0.14; GCA_002718695.1, s__MGIIb-O3 sp002718695, 95.0, 77.53, 0.16; GCA_002716085.1, s__MGIIb-O3 sp002716085, 95.0, 77.44, 0.19; GCA_002725315.1, s__MGIIb-O3 sp002725315, 95.0, 77.14, 0.14	69.44	11	N/A	N/A
AG-453-B22	d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Thalassarchaeaceae;g__MGIIb-O3;s__MGIIb-O3 sp001629235	GCA_001629235.1	95.0	d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Thalassarchaeaceae;g__MGIIb-O3;s__MGIIb-O3 sp001629235	97.17	0.72	N/A	N/A	N/A	N/A	N/A	d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Thalassarchaeaceae;g__MGIIb-O3;s__	ANI	topological placement and ANI have incongruent species assignments	GCA_001629235.1, s__MGIIb-O3 sp001629235, 95.0, 97.17, 0.72; GCA_001628485.1, s__MGIIb-O3 sp001628485, 95.0, 93.79, 0.75; GCA_001629255.1, s__MGIIb-O3 sp001629255, 95.0, 90.93, 0.13	15.94	11	N/A	N/A
AG-343-E09	d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Thalassarchaeaceae;g__MGIIb-O3;s__MGIIb-O3 sp001629235	GCA_001629235.1	95.0	d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Thalassarchaeaceae;g__MGIIb-O3;s__MGIIb-O3 sp001629235	95.03	0.68	N/A	N/A	N/A	N/A	N/A	d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Thalassarchaeaceae;g__MGIIb-O3;s__	ANI	topological placement and ANI have incongruent species assignments	GCA_001629235.1, s__MGIIb-O3 sp001629235, 95.0, 95.03, 0.68; GCA_001628485.1, s__MGIIb-O3 sp001628485, 95.0, 92.59, 0.77; GCA_001629255.1, s__MGIIb-O3 sp001629255, 95.0, 90.91, 0.72; GCA_002697065.1, s__MGIIb-O3 sp002697065, 95.0, 84.29, 0.6; GCA_002723045.1, s__MGIIb-O3 sp002723045, 95.0, 80.35, 0.29; GCA_002720055.1, s__MGIIb-O3 sp002720055, 95.0, 79.32, 0.18; GCA_003602515.1, s__MGIIb-O3 sp003602515, 95.0, 78.84, 0.27; GCA_002506755.1, s__MGIIb-O3 sp002506755, 95.0, 78.09, 0.15; GCA_002683155.1, s__MGIIb-O3 sp002683155, 95.0, 78.07, 0.22; GCA_002457155.1, s__MGIIb-O3 sp002457155, 95.0, 78.02, 0.3; GCA_004195615.1, s__MGIIb-O3 sp004195615, 95.0, 77.65, 0.3; GCA_002730445.1, s__MGIIb-O3 sp002730445, 95.0, 77.65, 0.13; GCA_002716085.1, s__MGIIb-O3 sp002716085, 95.0, 77.64, 0.19; GCA_002718695.1, s__MGIIb-O3 sp002718695, 95.0, 77.29, 0.18; GCA_002725315.1, s__MGIIb-O3 sp002725315, 95.0, 76.95, 0.17; GCA_002713185.1, s__MGIIb-O3 sp002713185, 95.0, 76.39, 0.12	59.62	11	N/A	N/A
AG-422-N20	d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Thalassarchaeaceae;g__MGIIb-O3;s__MGIIb-O3 sp002697065	GCA_002697065.1	95.0	d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Thalassarchaeaceae;g__MGIIb-O3;s__MGIIb-O3 sp002697065	97.16	0.65	GCA_002697065.1	95.0	d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Thalassarchaeaceae;g__MGIIb-O3;s__MGIIb-O3 sp002697065	97.16	0.65	d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Thalassarchaeaceae;g__MGIIb-O3;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_001629235.1, s__MGIIb-O3 sp001629235, 95.0, 84.68, 0.7; GCA_001628485.1, s__MGIIb-O3 sp001628485, 95.0, 84.28, 0.8; GCA_001629255.1, s__MGIIb-O3 sp001629255, 95.0, 82.78, 0.65; GCA_003602515.1, s__MGIIb-O3 sp003602515, 95.0, 78.65, 0.3	44.05	11	N/A	N/A
AH-321-C03	d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Thalassarchaeaceae;g__MGIIb-O3;s__MGIIb-O3 sp002713185	GCA_002713185.1	95.0	d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Thalassarchaeaceae;g__MGIIb-O3;s__MGIIb-O3 sp002713185	97.12	0.76	GCA_002713185.1	95.0	d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Thalassarchaeaceae;g__MGIIb-O3;s__MGIIb-O3 sp002713185	97.12	0.76	d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Thalassarchaeaceae;g__MGIIb-O3;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_002172185.1, s__MGIIb-O3 sp002172185, 95.0, 86.37, 0.72; GCA_002720055.1, s__MGIIb-O3 sp002720055, 95.0, 86.28, 0.92	19.01	11	N/A	N/A
AG-422-A07	d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Thalassarchaeaceae;g__MGIIb-O3;s__MGIIb-O3 sp001629205	GCA_001629205.1	95.0	d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Thalassarchaeaceae;g__MGIIb-O3;s__MGIIb-O3 sp001629205	95.43	0.68	GCA_001629205.1	95.0	d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Thalassarchaeaceae;g__MGIIb-O3;s__MGIIb-O3 sp001629205	95.43	0.68	d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Thalassarchaeaceae;g__MGIIb-O3;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_002496485.1, s__MGIIb-O3 sp002496485, 95.0, 83.43, 0.66	37.49	11	N/A	N/A
AG-430-A22	d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Thalassarchaeaceae;g__MGIIb-O5;s__MGIIb-O5 sp002501805	GCA_002501805.1	95.0	d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Thalassarchaeaceae;g__MGIIb-O5;s__MGIIb-O5 sp002501805	99.65	0.92	GCA_002501805.1	95.0	d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Thalassarchaeaceae;g__MGIIb-O5;s__MGIIb-O5 sp002501805	99.65	0.92	d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Thalassarchaeaceae;g__MGIIb-O5;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_002502095.1, s__MGIIb-O5 sp002502095, 95.0, 93.4, 0.81; GCA_002499865.1, s__MGIIb-O5 sp002499865, 95.0, 91.02, 0.83; GCA_002499325.1, s__MGIIb-O5 sp002499325, 95.0, 90.28, 0.71; GCA_002506825.1, s__MGIIb-O5 sp002506825, 95.0, 82.03, 0.8; GCA_002499345.1, s__MGIIb-O5 sp002499345, 95.0, 81.2, 0.68; GCA_002505775.1, s__MGIIb-O5 sp002505775, 95.0, 79.06, 0.35; GCA_002730095.1, s__MGIIb-O5 sp002730095, 95.0, 78.74, 0.33; GCA_002496725.1, s__MGIIb-O5 sp002496725, 95.0, 78.48, 0.36; GCA_002501605.1, s__MGIIb-O5 sp002501605, 95.0, 78.44, 0.35	29.06	11	N/A	N/A
AG-365-O23	d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Thalassarchaeaceae;g__MGIIb-O5;s__MGIIb-O5 sp002501805	GCA_002501805.1	95.0	d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Thalassarchaeaceae;g__MGIIb-O5;s__MGIIb-O5 sp002501805	97.39	0.88	GCA_002501805.1	95.0	d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Thalassarchaeaceae;g__MGIIb-O5;s__MGIIb-O5 sp002501805	97.39	0.88	d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Thalassarchaeaceae;g__MGIIb-O5;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_002502095.1, s__MGIIb-O5 sp002502095, 95.0, 93.56, 0.81; GCA_002499865.1, s__MGIIb-O5 sp002499865, 95.0, 91.47, 0.79; GCA_002499325.1, s__MGIIb-O5 sp002499325, 95.0, 90.43, 0.69; GCA_002506825.1, s__MGIIb-O5 sp002506825, 95.0, 82.29, 0.72; GCA_002499345.1, s__MGIIb-O5 sp002499345, 95.0, 81.37, 0.66; GCA_002505775.1, s__MGIIb-O5 sp002505775, 95.0, 79.28, 0.34; GCA_002501605.1, s__MGIIb-O5 sp002501605, 95.0, 79.28, 0.32; GCA_002730095.1, s__MGIIb-O5 sp002730095, 95.0, 78.82, 0.35; GCA_002496725.1, s__MGIIb-O5 sp002496725, 95.0, 78.69, 0.35; GCA_002718995.2, s__MGIIb-O5 sp002718995, 95.0, 78.03, 0.21; GCA_002726275.1, s__MGIIb-O5 sp002726275, 95.0, 77.93, 0.15; GCA_002498925.1, s__MGIIb-O5 sp002498925, 95.0, 77.46, 0.16; GCA_002504435.1, s__MGIIb-O5 sp002504435, 95.0, 77.12, 0.14	63.29	11	N/A	N/A
AG-447-E16	d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Thalassarchaeaceae;g__MGIIb-O5;s__MGIIb-O5 sp002501805	GCA_002501805.1	95.0	d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Thalassarchaeaceae;g__MGIIb-O5;s__MGIIb-O5 sp002501805	97.66	0.85	GCA_002501805.1	95.0	d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Thalassarchaeaceae;g__MGIIb-O5;s__MGIIb-O5 sp002501805	97.66	0.85	d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Thalassarchaeaceae;g__MGIIb-O5;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_002502095.1, s__MGIIb-O5 sp002502095, 95.0, 93.5, 0.82; GCA_002499865.1, s__MGIIb-O5 sp002499865, 95.0, 91.11, 0.78; GCA_002499325.1, s__MGIIb-O5 sp002499325, 95.0, 90.32, 0.7; GCA_002506825.1, s__MGIIb-O5 sp002506825, 95.0, 81.83, 0.73; GCA_002499345.1, s__MGIIb-O5 sp002499345, 95.0, 81.43, 0.61; GCA_002501605.1, s__MGIIb-O5 sp002501605, 95.0, 78.69, 0.27; GCA_002496725.1, s__MGIIb-O5 sp002496725, 95.0, 78.52, 0.31; GCA_002730095.1, s__MGIIb-O5 sp002730095, 95.0, 78.51, 0.3; GCA_002505775.1, s__MGIIb-O5 sp002505775, 95.0, 78.34, 0.31; GCA_002718995.2, s__MGIIb-O5 sp002718995, 95.0, 77.94, 0.2; GCA_002498925.1, s__MGIIb-O5 sp002498925, 95.0, 77.39, 0.15; GCA_002504435.1, s__MGIIb-O5 sp002504435, 95.0, 77.36, 0.16; GCA_002726275.1, s__MGIIb-O5 sp002726275, 95.0, 77.25, 0.14	55.62	11	N/A	N/A
AG-453-L22	d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Thalassarchaeaceae;g__MGIIb-O5;s__MGIIb-O5 sp002501805	GCA_002501805.1	95.0	d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Thalassarchaeaceae;g__MGIIb-O5;s__MGIIb-O5 sp002501805	96.85	0.85	GCA_002501805.1	95.0	d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Thalassarchaeaceae;g__MGIIb-O5;s__MGIIb-O5 sp002501805	96.85	0.85	d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Thalassarchaeaceae;g__MGIIb-O5;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_002502095.1, s__MGIIb-O5 sp002502095, 95.0, 93.32, 0.83; GCA_002499865.1, s__MGIIb-O5 sp002499865, 95.0, 91.51, 0.81; GCA_002499325.1, s__MGIIb-O5 sp002499325, 95.0, 90.28, 0.72; GCA_002506825.1, s__MGIIb-O5 sp002506825, 95.0, 82.1, 0.74; GCA_002499345.1, s__MGIIb-O5 sp002499345, 95.0, 81.39, 0.67; GCA_002505775.1, s__MGIIb-O5 sp002505775, 95.0, 79.81, 0.13; GCA_002730095.1, s__MGIIb-O5 sp002730095, 95.0, 78.89, 0.12; GCA_002496725.1, s__MGIIb-O5 sp002496725, 95.0, 78.73, 0.34	22.91	11	N/A	N/A
AG-333-C21	d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Thalassarchaeaceae;g__MGIIb-O5;s__MGIIb-O5 sp002499865	GCA_002499865.1	95.0	d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Thalassarchaeaceae;g__MGIIb-O5;s__MGIIb-O5 sp002499865	98.69	0.75	GCA_002499865.1	95.0	d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Thalassarchaeaceae;g__MGIIb-O5;s__MGIIb-O5 sp002499865	98.69	0.75	d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Thalassarchaeaceae;g__MGIIb-O5;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_002501805.1, s__MGIIb-O5 sp002501805, 95.0, 91.36, 0.81; GCA_002502095.1, s__MGIIb-O5 sp002502095, 95.0, 90.84, 0.77; GCA_002499325.1, s__MGIIb-O5 sp002499325, 95.0, 88.44, 0.63; GCA_002506825.1, s__MGIIb-O5 sp002506825, 95.0, 82.01, 0.72; GCA_002499345.1, s__MGIIb-O5 sp002499345, 95.0, 81.2, 0.59; GCA_002730095.1, s__MGIIb-O5 sp002730095, 95.0, 79.2, 0.3; GCA_002501605.1, s__MGIIb-O5 sp002501605, 95.0, 78.79, 0.3; GCA_002505775.1, s__MGIIb-O5 sp002505775, 95.0, 78.57, 0.34; GCA_002496725.1, s__MGIIb-O5 sp002496725, 95.0, 77.81, 0.33; GCA_002718995.2, s__MGIIb-O5 sp002718995, 95.0, 77.58, 0.18	49.69	11	N/A	N/A
