enzyme	seqid	genome	contig	gene_no	start	end	strand	pfam	dbit	devalue	fullbit	fullevalue
phnU2	AG-898-J17_1_227_241119_243143_F	AG-898-J17	1	227	241119	243143	F	TIGR03262	778.3	5.2e-236	774.9	5.6e-235
phnY	AG-898-J17_1_229_244552_245931_F	AG-898-J17	1	229	244552	245931	F	PF00171.21	384.6	9.3e-115	384.4	1e-114
phnY	AG-898-J17_11_31_29225_30673_R	AG-898-J17	11	31	29225	30673	R	TIGR03250	747.8	7.1e-225	747.6	8e-225
phnA	AG-898-J17_11_32_30687_31931_R	AG-898-J17	11	32	30687	31931	R	TIGR02335	493.5	3.6e-148	493.3	4.1e-148
phnW	AG-898-J17_11_33_31961_33148_R	AG-898-J17	11	33	31961	33148	R	TIGR02326	468.4	3.2e-142	468.1	3.9e-142
lysR	AG-898-J17_11_34_33262_34140_F	AG-898-J17	11	34	33262	34140	F	PF03466.19	98.5	1.4e-28	98.2	1.8e-28
lysR	AG-898-J17_11_39_38945_39871_R	AG-898-J17	11	39	38945	39871	R	PF03466.19	106.9	3.8e-31	106.6	4.7e-31
phnY	AG-899-K02_9_65_68476_69855_R	AG-899-K02	9	65	68476	69855	R	PF00171.21	384.1	1.3e-114	384	1.4e-114
phnU2	AG-899-K02_9_67_71264_73288_R	AG-899-K02	9	67	71264	73288	R	TIGR03262	780.1	1.5e-236	775.8	2.8e-235
phnT2	AG-899-K02_9_68_73291_74412_R	AG-899-K02	9	68	73291	74412	R	TIGR03265	511.4	1.5e-155	511.2	1.7e-155
phnS2	AG-899-K02_9_69_74504_75376_R	AG-899-K02	9	69	74504	75376	R	TIGR03261	466	7.6e-142	465.9	8.6e-142
phnW	AG-899-K02_26_1_3_1124_F	AG-899-K02	26	1	3	1124	F	TIGR02326	453.1	1.4e-137	452.9	1.6e-137
phnA	AG-899-K02_26_2_1154_2398_F	AG-899-K02	26	2	1154	2398	F	TIGR02335	493.5	3.6e-148	493.3	4.1e-148
phnY	AG-899-K02_26_3_2412_3860_F	AG-899-K02	26	3	2412	3860	F	TIGR03250	747.8	7.1e-225	747.6	8e-225
lysR	AG-900-E09_1_37_32046_32996_F	AG-900-E09	1	37	32046	32996	F	PF03466.19	96.2	7.3e-28	95.7	1e-27
phnY	AG-900-E09_1_38_33203_34678_F	AG-900-E09	1	38	33203	34678	F	PF00171.21	500.7	5.3e-150	500.6	6.1e-150
phnY	AG-900-E09_3_52_46961_48475_F	AG-900-E09	3	52	46961	48475	F	PF00171.21	554.4	2.8e-166	554.2	3.2e-166
phnY	AG-900-E09_3_54_48847_50301_R	AG-900-E09	3	54	48847	50301	R	PF00171.21	500.2	7.5e-150	500.1	8.5e-150
phnY	AG-900-E09_5_22_22500_23879_F	AG-900-E09	5	22	22500	23879	F	PF00171.21	367.2	1.7e-109	367.1	1.9e-109
phnY	AG-900-E09_5_24_25043_26491_R	AG-900-E09	5	24	25043	26491	R	TIGR03250	778.2	4.3e-234	778	4.9e-234
phnA	AG-900-E09_5_25_26572_27816_R	AG-900-E09	5	25	26572	27816	R	TIGR02335	520.3	2.7e-156	520	3.4e-156
phnW	AG-900-E09_5_26_27872_29059_R	AG-900-E09	5	26	27872	29059	R	TIGR02326	470.2	8.6e-143	470	1e-142
lysR	AG-900-E09_5_28_29550_30029_F	AG-900-E09	5	28	29550	30029	F	PF03466.19	71.9	2e-20	71.6	2.3e-20
phnY	AG-900-I22_8_29_26803_28251_R	AG-900-I22	8	29	26803	28251	R	TIGR03250	747.1	1.2e-224	746.9	1.3e-224
phnA	AG-900-I22_8_30_28265_29509_R	AG-900-I22	8	30	28265	29509	R	TIGR02335	493.5	3.6e-148	493.3	4.1e-148
phnW	AG-900-I22_8_31_29539_30720_R	AG-900-I22	8	31	29539	30720	R	TIGR02326	467.3	6.8e-142	467	8.3e-142
lysR	AG-900-N17_10_33_34263_35165_R	AG-900-N17	10	33	34263	35165	R	PF03466.19	86.1	8.7e-25	85.7	1.1e-24
phnY	AG-900-N17_10_34_35169_36659_R	AG-900-N17	10	34	35169	36659	R	PF00171.21	520.7	4.8e-156	520.5	5.4e-156
lysR	AG-900-N17_11_30_28889_29800_F	AG-900-N17	11	30	28889	29800	F	PF03466.19	84.1	3.6e-24	83.6	5.1e-24
phnY	AG-900-N17_11_33_31575_33044_R	AG-900-N17	11	33	31575	33044	R	PF00171.21	512.7	1.2e-153	512.6	1.4e-153
phnW	AG-900-N17_14_19_21296_22483_F	AG-900-N17	14	19	21296	22483	F	TIGR02326	472.9	1.3e-143	472.7	1.6e-143
phnA	AG-900-N17_14_20_22506_23747_F	AG-900-N17	14	20	22506	23747	F	TIGR02335	482.7	6.9e-145	482.4	8.5e-145
phnY	AG-900-N17_14_21_23763_25214_F	AG-900-N17	14	21	23763	25214	F	TIGR03250	761.4	5.1e-229	761.3	5.7e-229
lysR	AG-904-F07_2_33_34883_35809_F	AG-904-F07	2	33	34883	35809	F	PF03466.19	106.9	3.8e-31	106.6	4.7e-31
lysR	AG-904-F07_2_38_40614_41492_R	AG-904-F07	2	38	40614	41492	R	PF03466.19	99.2	8.7e-29	98.9	1.1e-28
phnW	AG-904-F07_2_39_41606_42793_F	AG-904-F07	2	39	41606	42793	F	TIGR02326	470.3	8.4e-143	470	1e-142
phnA	AG-904-F07_2_40_42823_44067_F	AG-904-F07	2	40	42823	44067	F	TIGR02335	493.5	3.6e-148	493.3	4.1e-148
phnY	AG-904-F07_2_41_44081_45529_F	AG-904-F07	2	41	44081	45529	F	TIGR03250	747.8	7.1e-225	747.6	8e-225
phnY	AG-904-O05_7_42_41113_42561_R	AG-904-O05	7	42	41113	42561	R	TIGR03250	747.3	9.6e-225	747.2	1.1e-224
phnA	AG-904-O05_7_43_42575_43819_R	AG-904-O05	7	43	42575	43819	R	TIGR02335	493.5	3.6e-148	493.3	4.1e-148
phnW	AG-904-O05_7_44_43849_45036_R	AG-904-O05	7	44	43849	45036	R	TIGR02326	467.7	5.1e-142	467.4	6.2e-142
lysR	AG-904-O05_7_45_45150_46028_F	AG-904-O05	7	45	45150	46028	F	PF03466.19	99.2	8.8e-29	98.9	1.1e-28
lysR	AG-904-O05_7_50_50833_51759_R	AG-904-O05	7	50	50833	51759	R	PF03466.19	106.9	3.8e-31	106.6	4.7e-31
phnY	AG-905-G20_10_20_16668_18119_R	AG-905-G20	10	20	16668	18119	R	TIGR03250	767	1e-230	766.9	1.2e-230
phnA	AG-905-G20_10_21_18135_19376_R	AG-905-G20	10	21	18135	19376	R	TIGR02335	485.6	8.9e-146	485.3	1.1e-145
phnW	AG-905-G20_10_22_19399_20586_R	AG-905-G20	10	22	19399	20586	R	TIGR02326	470.1	9.3e-143	469.9	1.1e-142
phnY	AG-905-G20_16_4_3432_4922_F	AG-905-G20	16	4	3432	4922	F	PF00171.21	518.8	1.7e-155	518.7	2e-155
lysR	AG-905-G20_16_5_4926_5828_F	AG-905-G20	16	5	4926	5828	F	PF03466.19	87.4	3.6e-25	87	4.7e-25
phnY	AG-907-D05_3_11_10443_11876_R	AG-907-D05	3	11	10443	11876	R	PF00171.21	531.2	3.1e-159	531	3.5e-159
phnY	AG-907-D05_3_13_13329_14705_F	AG-907-D05	3	13	13329	14705	F	PF00171.21	384.5	1e-114	384.3	1.1e-114
phnA	AG-907-D05_12_20_16867_18111_F	AG-907-D05	12	20	16867	18111	F	TIGR02335	468.1	1.9e-140	467.9	2.1e-140
phnY	AG-907-D05_12_21_18108_19547_F	AG-907-D05	12	21	18108	19547	F	TIGR03250	786.4	1.4e-236	786.2	1.6e-236
phnW	AG-907-D05_12_25_22159_23256_R	AG-907-D05	12	25	22159	23256	R	TIGR03301	466.3	1.6e-141	466.1	1.8e-141
phnA	AG-909-B05_19_2_1370_2464_F	AG-909-B05	19	2	1370	2464	F	TIGR02335	431.3	2.8e-129	431	3.4e-129
phnY	AG-909-B05_19_3_2461_3900_F	AG-909-B05	19	3	2461	3900	F	TIGR03250	783.3	1.2e-235	783.1	1.3e-235
phnW	AG-909-B05_19_7_6515_7612_R	AG-909-B05	19	7	6515	7612	R	TIGR03301	463.6	1e-140	463.4	1.2e-140
phnW	AG-910-E23_1_85_85807_86904_F	AG-910-E23	1	85	85807	86904	F	TIGR03301	461.7	4e-140	461.5	4.5e-140
phnY	AG-910-E23_1_88_88785_90224_R	AG-910-E23	1	88	88785	90224	R	TIGR03250	786	1.8e-236	785.9	2e-236
phnA	AG-910-E23_1_89_90221_91465_R	AG-910-E23	1	89	90221	91465	R	TIGR02335	465.2	1.4e-139	465	1.6e-139
phnA	AG-910-I11_1_9_6097_7341_F	AG-910-I11	1	9	6097	7341	F	TIGR02335	469.5	6.9e-141	469.4	7.8e-141
phnY	AG-910-I11_1_10_7338_8777_F	AG-910-I11	1	10	7338	8777	F	TIGR03250	785.9	1.9e-236	785.7	2.2e-236
phnW	AG-910-I11_1_14_11392_12489_R	AG-910-I11	1	14	11392	12489	R	TIGR03301	463.8	9.1e-141	463.6	1e-140
phnY	AG-911-C08_4_42_50187_51638_R	AG-911-C08	4	42	50187	51638	R	TIGR03250	764.2	7.2e-230	764	8.2e-230
phnA	AG-911-C08_4_43_51654_52895_R	AG-911-C08	4	43	51654	52895	R	TIGR02335	481.6	1.5e-144	481.3	1.8e-144
phnW	AG-911-C08_4_44_52918_54105_R	AG-911-C08	4	44	52918	54105	R	TIGR02326	473.5	8.9e-144	473.2	1.1e-143
phnY	AG-911-C08_9_51_53622_55112_F	AG-911-C08	9	51	53622	55112	F	PF00171.21	520.7	4.8e-156	520.5	5.5e-156
lysR	AG-911-C08_9_52_55116_56018_F	AG-911-C08	9	52	55116	56018	F	PF03466.19	86.7	5.6e-25	86.4	7.3e-25
phnY	AG-911-C08_10_44_49961_51430_F	AG-911-C08	10	44	49961	51430	F	PF00171.21	507.2	6e-152	507	6.8e-152
lysR	AG-911-C08_10_47_53205_54116_R	AG-911-C08	10	47	53205	54116	R	PF03466.19	80	6.5e-23	79.5	9.1e-23
phnY	AG-911-N11_4_49_48341_49789_R	AG-911-N11	4	49	48341	49789	R	TIGR03250	747.8	7.1e-225	747.6	8e-225
phnA	AG-911-N11_4_50_49803_51047_R	AG-911-N11	4	50	49803	51047	R	TIGR02335	493.5	3.6e-148	493.3	4.1e-148
phnW	AG-911-N11_4_51_51077_52264_R	AG-911-N11	4	51	51077	52264	R	TIGR02326	467.9	4.5e-142	467.6	5.5e-142
lysR	AG-911-N11_4_52_52378_53256_F	AG-911-N11	4	52	52378	53256	F	PF03466.19	97.9	2.2e-28	97.5	2.8e-28
lysR	AG-911-N11_4_57_58060_58986_R	AG-911-N11	4	57	58060	58986	R	PF03466.19	108.1	1.6e-31	107.9	1.9e-31
lysR	AG-912-A07_1_34_36551_37477_F	AG-912-A07	1	34	36551	37477	F	PF03466.19	109.7	5.3e-32	109.4	6.5e-32
lysR	AG-912-A07_1_39_42282_43160_R	AG-912-A07	1	39	42282	43160	R	PF03466.19	98.8	1.1e-28	98.5	1.4e-28
phnW	AG-912-A07_1_40_43274_44461_F	AG-912-A07	1	40	43274	44461	F	TIGR02326	473.5	8.7e-144	473.2	1.1e-143
phnA	AG-912-A07_1_41_44491_45735_F	AG-912-A07	1	41	44491	45735	F	TIGR02335	488.7	1e-146	488.6	1.2e-146
phnY	AG-912-A07_1_42_45749_47197_F	AG-912-A07	1	42	45749	47197	F	TIGR03250	747.8	6.8e-225	747.7	7.6e-225
phnY	AG-912-E06_1_237_239907_241358_R	AG-912-E06	1	237	239907	241358	R	TIGR03250	766.5	1.4e-230	766.4	1.6e-230
phnA	AG-912-E06_1_238_241374_242615_R	AG-912-E06	1	238	241374	242615	R	TIGR02335	481.1	2.2e-144	480.8	2.7e-144
phnW	AG-912-E06_1_239_242638_243825_R	AG-912-E06	1	239	242638	243825	R	TIGR02326	470.2	9.1e-143	469.9	1.1e-142
lysR	AG-912-E06_19_2_320_1231_F	AG-912-E06	19	2	320	1231	F	PF03466.19	83.6	5.2e-24	83.1	7.4e-24
phnY	AG-912-E06_19_5_3006_4475_R	AG-912-E06	19	5	3006	4475	R	PF00171.21	516.3	9.9000000000000008e-155	516.2	1.1e-154
phnW	AG-914-F14_4_172_165152_166249_F	AG-914-F14	4	172	165152	166249	F	TIGR03301	463.8	9.1e-141	463.6	1e-140
phnY	AG-914-F14_4_176_168864_170303_R	AG-914-F14	4	176	168864	170303	R	TIGR03250	785.9	1.9e-236	785.7	2.2e-236
phnA	AG-914-F14_4_177_170300_171544_R	AG-914-F14	4	177	170300	171544	R	TIGR02335	469.5	6.9e-141	469.4	7.8e-141
phnY	AG-914-O23_6_6_4172_5620_R	AG-914-O23	6	6	4172	5620	R	TIGR03250	776.4	1.4e-233	776.3	1.6e-233
phnA	AG-914-O23_6_8_5780_7024_R	AG-914-O23	6	8	5780	7024	R	TIGR02335	497.3	2.6e-149	497.1	3e-149
phnW	AG-914-O23_6_9_7045_8238_R	AG-914-O23	6	9	7045	8238	R	TIGR02326	472.1	2.3e-143	471.9	2.8e-143
lysR	AG-914-O23_6_10_8331_9203_F	AG-914-O23	6	10	8331	9203	F	PF03466.19	104.8	1.6e-30	104.4	2.2e-30
phnY	AG-914-O23_6_59_51439_52917_R	AG-914-O23	6	59	51439	52917	R	PF00171.21	574.1	3.1e-172	573.8	3.7e-172
lysR	AG-914-O23_6_61_54118_55086_F	AG-914-O23	6	61	54118	55086	F	PF03466.19	124.3	1.8e-36	123.8	2.6e-36
lysR	AG-914-O23_13_36_39308_40210_R	AG-914-O23	13	36	39308	40210	R	PF03466.19	107	3.5e-31	107	3.5e-31
phnY	AG-914-O23_13_39_44352_45788_R	AG-914-O23	13	39	44352	45788	R	PF00171.21	501.2	4e-150	501	4.5e-150
lysR	AG-917-D08_7_26_26236_27162_F	AG-917-D08	7	26	26236	27162	F	PF03466.19	107	3.7e-31	106.7	4.4e-31
lysR	AG-917-D08_7_31_31967_32845_R	AG-917-D08	7	31	31967	32845	R	PF03466.19	98.8	1.1e-28	98.5	1.4e-28
phnW	AG-917-D08_7_32_32959_34146_F	AG-917-D08	7	32	32959	34146	F	TIGR02326	470	1e-142	469.7	1.2e-142
phnA	AG-917-D08_7_33_34176_35420_F	AG-917-D08	7	33	34176	35420	F	TIGR02335	491	2.1e-147	490.8	2.4e-147
phnY	AG-917-D08_7_34_35434_36882_F	AG-917-D08	7	34	35434	36882	F	TIGR03250	744.6	6.5e-224	744.4	7.4e-224
phnY	AG-919-N16_13_2_218_1669_R	AG-919-N16	13	2	218	1669	R	TIGR03250	763.5	1.2e-229	763.3	1.4e-229
phnA	AG-919-N16_13_3_1685_2926_R	AG-919-N16	13	3	1685	2926	R	TIGR02335	485.6	8.9e-146	485.3	1.1e-145
phnW	AG-919-N16_13_4_2949_4136_R	AG-919-N16	13	4	2949	4136	R	TIGR02326	470.4	7.4e-143	470.2	8.8e-143
phnY	AG-919-N16_18_13_14373_15863_F	AG-919-N16	18	13	14373	15863	F	PF00171.21	520.2	6.5e-156	520.1	7.3e-156
lysR	AG-919-N16_18_14_15867_16769_F	AG-919-N16	18	14	15867	16769	F	PF03466.19	86.4	7.2e-25	86	9.4e-25
phnY	AG-919-P15_1_42_33210_34586_F	AG-919-P15	1	42	33210	34586	F	PF00171.21	487.1	7.5e-146	486.9	8.4e-146
phnY	AG-919-P15_1_44_34956_36470_R	AG-919-P15	1	44	34956	36470	R	PF00171.21	554.1	3.4e-166	554	3.8e-166
phnY	AG-919-P15_13_15_17939_19414_R	AG-919-P15	13	15	17939	19414	R	PF00171.21	503.6	7.1e-151	503.4	8.1e-151
lysR	AG-919-P15_13_16_19621_20571_R	AG-919-P15	13	16	19621	20571	R	PF03466.19	92.6	9.3e-27	92.1	1.3e-26
phnA	AG-919-P15_15_1_2_1234_R	AG-919-P15	15	1	2	1234	R	TIGR02335	521.5	1.2e-156	521.2	1.4e-156
phnW	AG-919-P15_15_2_1290_2477_R	AG-919-P15	15	2	1290	2477	R	TIGR02326	472.5	1.8e-143	472.2	2.2e-143
lysR	AG-919-P15_15_4_2965_3444_F	AG-919-P15	15	4	2965	3444	F	PF03466.19	66.6	8.4e-19	66.4	9.6e-19
phnY	AH-287-J09_9_45_46636_48090_F	AH-287-J09	9	45	46636	48090	F	PF00171.21	486.8	8.9e-146	486.6	1e-145
lysR	AH-287-J09_9_50_51324_52226_R	AH-287-J09	9	50	51324	52226	R	PF03466.19	117.9	1.6e-34	117.6	2.1e-34
phnY	AH-287-J09_27_10_9939_11387_R	AH-287-J09	27	10	9939	11387	R	TIGR03250	761.7	4.2e-229	761.5	4.7e-229
phnA	AH-287-J09_27_11_11440_12684_R	AH-287-J09	27	11	11440	12684	R	TIGR02335	507.9	1.5e-152	507.6	1.9e-152
phnW	AH-287-J09_27_12_12697_13893_R	AH-287-J09	27	12	12697	13893	R	TIGR02326	471.6	3.3e-143	471.3	4e-143
lysR	AH-287-J09_27_13_13997_14857_F	AH-287-J09	27	13	13997	14857	F	PF03466.19	95.1	1.6e-27	94.7	2e-27
lysR	AH-287-J09_56_1_2_856_F	AH-287-J09	56	1	2	856	F	PF03466.19	107	3.4e-31	106.8	4e-31
phnY	AH-287-J09_56_2_1027_2505_R	AH-287-J09	56	2	1027	2505	R	PF00171.21	587	3.6e-176	586.9	4.1e-176
phnA	AH-287-K21_2_183_170417_171658_F	AH-287-K21	2	183	170417	171658	F	TIGR02335	467.6	2.7e-140	467.4	3e-140
phnY	AH-287-K21_2_184_171658_173097_F	AH-287-K21	2	184	171658	173097	F	TIGR03250	785.1	3.3e-236	784.9	3.8e-236
phnW	AH-287-K21_2_189_176880_177977_R	AH-287-K21	2	189	176880	177977	R	TIGR03301	467.2	8.2e-142	467	9.3e-142
phnY	AH-287-K21_39_1_1_1284_F	AH-287-K21	39	1	1	1284	F	PF00171.21	505.7	1.7e-151	505.4	2e-151
phnY	AH-287-K21_39_2_1291_2766_R	AH-287-K21	39	2	1291	2766	R	PF00171.21	535.1	2e-160	534.9	2.3e-160
phnY	AH-287-O15_6_34_36725_38206_F	AH-287-O15	6	34	36725	38206	F	PF00171.21	559.9	5.9e-168	559.8	6.6e-168
phnY	AH-287-O15_6_36_39376_40881_F	AH-287-O15	6	36	39376	40881	F	PF00171.21	164.3	6.2e-48	163.4	1.1e-47
lysR	AH-287-O15_8_11_11145_12071_F	AH-287-O15	8	11	11145	12071	F	PF03466.19	106.9	3.9e-31	106.6	4.7e-31
lysR	AH-287-O15_8_16_16890_17768_R	AH-287-O15	8	16	16890	17768	R	PF03466.19	92.2	1.2e-26	91.9	1.5e-26
phnW	AH-287-O15_8_17_17881_19068_F	AH-287-O15	8	17	17881	19068	F	TIGR02326	476.3	1.2e-144	476.1	1.5e-144
phnA	AH-287-O15_8_18_19092_20336_F	AH-287-O15	8	18	19092	20336	F	TIGR02335	488.8	1e-146	488.4	1.2e-146
phnY	AH-287-O15_8_19_20350_21798_F	AH-287-O15	8	19	20350	21798	F	TIGR03250	737.4	1e-221	737.2	1.1e-221
phnY	AH-321-D21_2_18_14810_16258_R	AH-321-D21	2	18	14810	16258	R	TIGR03250	738.8	3.8e-222	738.6	4.3e-222
phnA	AH-321-D21_2_19_16272_17516_R	AH-321-D21	2	19	16272	17516	R	TIGR02335	492	1e-147	491.9	1.1e-147
phnW	AH-321-D21_2_20_17540_18727_R	AH-321-D21	2	20	17540	18727	R	TIGR02326	475.8	1.8e-144	475.5	2.2e-144
lysR	AH-321-D21_2_21_18840_19718_F	AH-321-D21	2	21	18840	19718	F	PF03466.19	89.9	5.9e-26	89.6	7.3e-26
lysR	AH-321-D21_2_26_24521_25447_R	AH-321-D21	2	26	24521	25447	R	PF03466.19	103.4	4.6e-30	103.1	5.6e-30
lysR	AH-321-L06_7_6_6285_7145_R	AH-321-L06	7	6	6285	7145	R	PF03466.19	100.9	2.7e-29	100.6	3.3e-29
phnW	AH-321-L06_7_7_7249_8445_F	AH-321-L06	7	7	7249	8445	F	TIGR02326	474.7	3.7e-144	474.5	4.5e-144
phnA	AH-321-L06_7_8_8458_9702_F	AH-321-L06	7	8	8458	9702	F	TIGR02335	509	7.1e-153	508.7	8.6e-153
phnY	AH-321-L06_7_9_9755_11203_F	AH-321-L06	7	9	9755	11203	F	TIGR03250	759.1	2.6e-228	758.9	3e-228
lysR	AH-321-L06_22_1_57_983_F	AH-321-L06	22	1	57	983	F	PF03466.19	105.7	9.1e-31	105.4	1.1e-30
phnY	AH-321-L06_22_2_1154_2632_R	AH-321-L06	22	2	1154	2632	R	PF00171.21	582.8	6.9e-175	582.6	7.7e-175
phnW	AH-324-N06_9_25_21400_22497_F	AH-324-N06	9	25	21400	22497	F	TIGR03301	468.5	3.3e-142	468.3	3.7e-142
phnY	AH-324-N06_9_30_26276_27715_R	AH-324-N06	9	30	26276	27715	R	TIGR03250	785.6	2.4e-236	785.4	2.7e-236
phnA	AH-324-N06_9_31_27715_28956_R	AH-324-N06	9	31	27715	28956	R	TIGR02335	466.4	6.1e-140	466.2	6.9e-140
phnY	AH-324-N06_11_12_11059_12531_R	AH-324-N06	11	12	11059	12531	R	PF00171.21	522.3	1.6e-156	522.1	1.8e-156
phnY	AH-324-N06_11_16_16250_17680_R	AH-324-N06	11	16	16250	17680	R	PF00171.21	507.1	6.2e-152	507	7e-152
phnY	AH-324-N16_15_13_11692_13119_F	AH-324-N16	15	13	11692	13119	F	PF00171.21	534	4.5e-160	533.8	5e-160
phnY	AH-324-N16_15_18_16052_17617_R	AH-324-N16	15	18	16052	17617	R	PF00171.21	523.2	8.5e-157	523	9.6e-157
phnY	AH-324-N16_48_2_255_1703_R	AH-324-N16	48	2	255	1703	R	TIGR03250	754.3	7.3e-227	754.1	8.2e-227
phnA	AH-324-N16_48_3_1756_3000_R	AH-324-N16	48	3	1756	3000	R	TIGR02335	505.3	9.7e-152	505	1.2e-151
phnW	AH-324-N16_48_4_3013_4020_R	AH-324-N16	48	4	3013	4020	R	TIGR02326	405.6	3.7e-123	405.5	4.2e-123
lysR	AH-324-O11_6_28_28024_28926_R	AH-324-O11	6	28	28024	28926	R	PF03466.19	85.5	1.4e-24	85.1	1.8e-24
phnY	AH-324-O11_6_29_28930_30420_R	AH-324-O11	6	29	28930	30420	R	PF00171.21	521.3	3.2e-156	521.1	3.6e-156
phnW	AH-324-O11_46_1_2_1015_F	AH-324-O11	46	1	2	1015	F	TIGR02326	416.1	2.5e-126	415.9	2.9e-126
phnA	AH-324-O11_46_2_1038_2279_F	AH-324-O11	46	2	1038	2279	F	TIGR02335	482	1.1e-144	481.7	1.4e-144
phnY	AH-324-O11_46_3_2295_3746_F	AH-324-O11	46	3	2295	3746	F	TIGR03250	763.5	1.2e-229	763.3	1.3e-229
phnA	AH-324-P18_26_2_350_1636_F	AH-324-P18	26	2	350	1636	F	TIGR02335	480	4.4e-144	479.9	5e-144
phnY	AH-324-P18_26_3_1633_3075_F	AH-324-P18	26	3	1633	3075	F	PF00171.21	444.9	4.5e-133	444.6	5.5e-133
phnW	AH-324-P18_26_5_5574_6716_F	AH-324-P18	26	5	5574	6716	F	TIGR02326	466.7	1e-141	466.4	1.3e-141
phnW	AH-326-B08_10_21_17020_18117_F	AH-326-B08	10	21	17020	18117	F	TIGR02326	467.9	4.6e-142	467.5	5.7e-142
phnY	AH-326-B08_10_26_21893_23332_R	AH-326-B08	10	26	21893	23332	R	TIGR03250	785.8	2.1e-236	785.6	2.4e-236
phnA	AH-326-B08_10_27_23332_24573_R	AH-326-B08	10	27	23332	24573	R	TIGR02335	467.2	3.6e-140	467	4e-140
phnU2	AH-326-B09_1_38_35189_36892_R	AH-326-B09	1	38	35189	36892	R	TIGR03262	767	1.4e-232	766.8	1.6e-232
phnT2	AH-326-B09_1_39_36896_37975_R	AH-326-B09	1	39	36896	37975	R	TIGR03265	496.1	6.9e-151	495.9	7.9e-151
phnS2	AH-326-B09_1_40_38176_39219_F	AH-326-B09	1	40	38176	39219	F	TIGR03261	400.4	7.3e-122	400.1	8.5e-122
phnW	AH-326-B09_1_43_40776_41876_F	AH-326-B09	1	43	40776	41876	F	TIGR02326	476.2	1.3e-144	475.9	1.7e-144
phnY	AH-326-B09_1_47_44574_46013_R	AH-326-B09	1	47	44574	46013	R	TIGR03250	786.9	9.4e-237	786.7	1.1e-236
phnA	AH-326-B09_1_48_46010_47254_R	AH-326-B09	1	48	46010	47254	R	TIGR02335	487.1	3.1e-146	486.9	3.6e-146
phnS2	AH-326-E22_8_60_62448_63467_F	AH-326-E22	8	60	62448	63467	F	TIGR03261	504.5	1.5e-153	504.3	1.8e-153
phnT2	AH-326-E22_8_61_63560_64666_F	AH-326-E22	8	61	63560	64666	F	TIGR03265	517.9	1.6e-157	517.7	1.8e-157
phnU2	AH-326-E22_8_62_64669_66693_F	AH-326-E22	8	62	64669	66693	F	TIGR03262	780.6	1e-236	776.3	2e-235
phnY	AH-326-E22_8_67_71139_72518_F	AH-326-E22	8	67	71139	72518	F	PF00171.21	375.9	3.9e-112	375.7	4.4e-112
phnY	AH-326-E22_31_17_15258_16706_R	AH-326-E22	31	17	15258	16706	R	TIGR03250	737.8	7.6e-222	737.6	8.6e-222
phnA	AH-326-E22_31_18_16720_17964_R	AH-326-E22	31	18	16720	17964	R	TIGR02335	488.2	1.5e-146	487.9	1.8e-146
phnW	AH-326-E22_31_19_17988_18950_R	AH-326-E22	31	19	17988	18950	R	TIGR03301	383.6	2.1e-116	383.4	2.4e-116
phnX	AG-319-I09_3_52_58627_59475_F	AG-319-I09	3	52	58627	59475	F	TIGR01422	260.9	1.5e-79	260.8	1.8e-79
lysR	AG-319-I09_3_53_59496_60428_F	AG-319-I09	3	53	59496	60428	F	PF03466.19	153.1	2.7e-45	152.7	3.7e-45
lysR	AG-319-M03_16_13_13526_14458_R	AG-319-M03	16	13	13526	14458	R	PF03466.19	147.2	1.7e-43	146.6	2.6e-43
phnX	AG-319-M03_16_14_14479_15327_R	AG-319-M03	16	14	14479	15327	R	TIGR01422	259.3	4.9e-79	259.1	5.6e-79
phnW	AG-319-M03_16_15_15621_16727_F	AG-319-M03	16	15	15621	16727	F	TIGR03301	397.2	1.5e-120	397	1.8e-120
phnX	AG-343-I15_11_17_11695_12534_R	AG-343-I15	11	17	11695	12534	R	TIGR01422	278.5	6.7e-85	278.3	7.6e-85
phnW	AG-343-I15_11_18_12545_13648_R	AG-343-I15	11	18	12545	13648	R	TIGR02326	471.9	2.7e-143	471.7	3e-143
phnX	AG-430-P10_19_16_14633_15472_R	AG-430-P10	19	16	14633	15472	R	TIGR01422	279	4.6e-85	278.9	5.2e-85
phnW	AG-430-P10_19_17_15483_16586_R	AG-430-P10	19	17	15483	16586	R	TIGR02326	468.9	2.2e-142	468.7	2.5e-142
